track,artist,danceability,energy,speechiness,valence
Just Another Night,Mick Jagger,0.766,0.878,0.0585,0.833
Punk Is Dead (Well Forked - But Not Dead),Crass,0.193,0.98,0.129,0.399
State Of the Heart,Rick Springfield,0.662,0.462,0.0287,0.621
STRANGE LOVE/ストレンジ・ラブ,Haruomi Hosono,0.805,0.76,0.0804,0.938
Carnival in Rio (Punk Was),Die Toten Hosen,0.251,0.974,0.204,0.187
Trouble,Lindsey Buckingham,0.695,0.503,0.0361,0.969
Somewhere In America,Survivor,0.602,0.676,0.0928,0.635
¿Por Qué Me Habrás Besado? (with Juan Pardo),Rocío Jurado,0.629,0.292,0.0633,0.707
Sweet Sweet Baby(I'm Falling),Lone Justice,0.657,0.666,0.0318,0.709
Back In Stride,Maze Featuring Frankie Beverly,0.803,0.856,0.0435,0.963
El Vigía,Silvio Rodríguez,0.568,0.0335,0.0435,0.271
Bad,Michael Jackson,0.787,0.889,0.0397,0.394
Gee Whiz,Bernadette Peters,0.485,0.281,0.0295,0.382
Tomorrow,Skinny Puppy,0.691,0.847,0.0962,0.344
Decidete,Luis Miguel,0.614,0.904,0.0375,0.772
You've Got A Lover,Ricky Skaggs,0.539,0.295,0.0268,0.676
Rhythm Nation,Janet Jackson,0.633,0.931,0.0686,0.676
Silhouette,Didier Thibault,0.545,0.213,0.0372,0.608
If You Wanna Get Back Your Lady,The Pointer Sisters,0.741,0.847,0.0324,0.687
Snake Eyes,The Alan Parsons Project,0.651,0.602,0.0549,0.917
Who Do You Give Your Love To?,Michael Morales,0.679,0.709,0.0466,0.849
The This Many Boyfriends Club,Beat Happening,0.334,0.365,0.0404,0.188
After The Call,Clan of Xymox,0.102,0.462,0.0398,0.067
Paulette,Balla Et Ses Balladins,0.785,0.437,0.0403,0.92
Mandolin Rain,Bruce Hornsby & The Range,0.563,0.42,0.0311,0.46
You Can't Get What You Want,Joe Jackson,0.578,0.77,0.0284,0.814
I'm Free (Heaven Helps The Man),Kenny Loggins,0.585,0.807,0.039,0.814
Dancing In The Street,David Bowie & Mick Jagger,0.6,0.816,0.0431,0.744
Angel de las Tinieblas,V8,0.304,0.944,0.0695,0.488
Near the Docks,Nataural,0.17,0.993,0.214,0.0224
Rayo Luminoso,Riff,0.427,0.716,0.112,0.453
"Non, je ne regrette rien",Édith Piaf,0.385,0.354,0.029,0.437
Faith Collapsing,Ministry,0.632,0.728,0.0322,0.533
Oh Father,Madonna,0.576,0.268,0.0294,0.175
Some Days Are Diamonds (Some Days Are Stone),John Denver,0.622,0.383,0.0289,0.481
Put Your Hands Together,Eric B. & Rakim,0.663,0.818,0.158,0.397
Él Me Mintió,Amanda Miguel,0.553,0.43,0.032,0.478
Let's Put The Fun Back In Rock N Roll,Freddy Cannon & The Belmonts,0.57,0.99,0.068,0.843
Solar Plexus,Moebius,0.293,0.205,0.138,0.0682
Still In The Game,Steve Winwood,0.642,0.748,0.027,0.935
Caribbean Queen (No More Love On The Run),Billy Ocean,0.785,0.671,0.0267,0.95
Pennies From Heaven,Stan Getz,0.712,0.137,0.045,0.68
The Damn Thing,Roky Erickson,0.446,0.86,0.0448,0.624
Dirty Laundry,Don Henley,0.756,0.773,0.0306,0.954
One Vision,Queen,0.46,0.922,0.264,0.328
Indian Summer,Beat Happening,0.445,0.577,0.0271,0.642
Fire,Yngwie Malmsteen,0.478,0.9,0.0835,0.437
Thirteen O'Clock,Trevor Jones,0.548,0.474,0.031,0.138
Fade Away,Bruce Springsteen,0.562,0.506,0.0257,0.715
From Foam,Lycia,0.19,0.441,0.0471,0.086
Poli sila,Trifonas,0.551,0.458,0.13,0.74
Spice Of Life,The Manhattan Transfer,0.763,0.701,0.0461,0.806
Ooo La La La,Teena Marie,0.534,0.58,0.0368,0.637
Heaven Street,Death In June,0.54,0.899,0.0386,0.695
I Want To Be Your Man,Roger,0.557,0.607,0.0551,0.457
Budweiser Blues - April 1984,Crumbsuckers,0.219,0.952,0.057,0.647
Goodbye Is Forever,Arcadia,0.695,0.552,0.0319,0.835
Leave It,Yes,0.663,0.898,0.0425,0.628
Us Mod Se Shuroo Karen,Jagjit Singh,0.707,0.431,0.0281,0.766
The Mercy Beat,The The,0.611,0.947,0.0965,0.29
Now Is The Time,Yngwie Malmsteen,0.397,0.848,0.0518,0.515
Heaven Help Me,Deon Estus With George Michael,0.596,0.443,0.0337,0.743
Deeper Than the Holler,Randy Travis,0.647,0.482,0.0262,0.437
I Won't Hold You Back,Toto,0.539,0.306,0.0265,0.0637
It's Not Over ('til It's Over),Starship,0.602,0.839,0.101,0.58
Corpse Grinder,The Meteors,0.542,0.964,0.122,0.273
Go See The Doctor,Kool Moe Dee,0.781,0.447,0.195,0.736
The Sick Note,The Dubliners,0.683,0.445,0.629,0.559
Still Return - 2005 Digital Remaster,Harold Budd,0.186,0.00873,0.0419,0.0384
Opposites Attract,Paula Abdul (Duet With The Wild Pair),0.783,0.842,0.054,0.933
Walking Down Your Street,The Bangles,0.647,0.821,0.0289,0.864
Let's Go 'round Again,Average White Band,0.619,0.943,0.0552,0.784
Blessed Are The Believers,Anne Murray,0.489,0.465,0.0244,0.358
River,Enya,0.487,0.0733,0.0432,0.367
Love Don't Love Nobody - Live / 1983,Otis Clay,0.536,0.229,0.0491,0.256
Love In An Elevator,Aerosmith,0.449,0.961,0.0701,0.602
My Blue Heaven,Benny Carter,0.738,0.12,0.053,0.669
She Looks A Lot Like You,Clocks,0.491,0.837,0.0441,0.766
Muscles,Diana Ross,0.7,0.387,0.0542,0.31
Kiss Me Deadly,Lita Ford,0.468,0.743,0.0326,0.648
Star,"Earth, Wind & Fire",0.676,0.692,0.052,0.799
Hiding Your Present From You,Arthur Russell,0.818,0.295,0.141,0.313
The Lucky One,Laura Branigan,0.873,0.628,0.0413,0.4
We Are Aware of The Misery,Popol Vuh,0.106,0.169,0.041,0.0394
Someone Could Lose A Heart Tonight,Eddie Rabbitt,0.808,0.511,0.0725,0.588
Lua e Flor,Oswaldo Montenegro,0.238,0.317,0.0311,0.162
Exactly Like You,Benny Goodman Trio,0.741,0.135,0.0529,0.547
(Believed You Were) Lucky,'Til Tuesday,0.612,0.523,0.0321,0.495
Immer noch kein Plan,Abstürzende Brieftauben,0.375,0.853,0.0413,0.623
Eyes Of A Stranger,The Payolas,0.671,0.335,0.0371,0.795
Up in the Attic,Buddy Mondlock,0.626,0.0713,0.0466,0.616
D.C. City,Roy Ayers,0.584,0.462,0.0337,0.634
Take It On The Run,REO Speedwagon,0.371,0.758,0.036,0.452
Promised Land,Joe Smooth,0.718,0.93,0.038,0.697
The Way To Your Heart,Soulsister,0.728,0.652,0.0245,0.718
In The Mood,Robert Plant,0.613,0.712,0.0269,0.258
Certas coisas,Lulu Santos,0.454,0.374,0.0275,0.254
I Wouldn't Change You If I Could,Ricky Skaggs,0.603,0.383,0.0256,0.815
"Tonight, Tonight, Tonight",Genesis,0.571,0.502,0.0303,0.316
Le Parc,Tangerine Dream,0.54,0.738,0.0314,0.366
Beat out My Love,The Cramps,0.359,0.976,0.0965,0.69
Money$ Too Tight (To Mention),Simply Red,0.735,0.83,0.0278,0.863
Same Old Lang Syne,Dan Fogelberg,0.457,0.355,0.0284,0.291
Front Page Story,Neil Diamond,0.45,0.343,0.04,0.311
The Love In Your Eyes,Eddie Money,0.627,0.712,0.0406,0.718
Rockin' Into The Night,38 Special,0.659,0.505,0.0302,0.879
Lost In Love,Air Supply,0.583,0.316,0.0315,0.436
Carrie,Europe,0.457,0.487,0.0266,0.139
Big Mon,Sam Bush,0.45,0.295,0.0599,0.964
Movin' and Groovin' - Special Dub Mix Short,Redds And The Boys,0.755,0.522,0.0667,0.751
Night Starvation,The Cleaners From Venus,0.525,0.649,0.033,0.126
Stray Cat Strut,Stray Cats,0.679,0.609,0.0347,0.695
Smooth Operator,Sade,0.734,0.581,0.032,0.962
19,Paul Hardcastle,0.753,0.897,0.073,0.937
Key Largo,Bertie Higgins,0.503,0.659,0.0356,0.33
No One Like You,Scorpions,0.511,0.624,0.0403,0.807
Sad Hearts,Four Tops,0.682,0.561,0.0285,0.788
Lord of the Dance,Momus,0.808,0.626,0.0465,0.915
Masquerade,Berlin,0.537,0.48,0.0377,0.751
What's The Matter Here?,"10,000 Maniacs",0.586,0.566,0.0398,0.585
Up the Beach,Jane's Addiction,0.218,0.699,0.0549,0.0392
Celebrate Youth,Rick Springfield,0.61,0.895,0.0411,0.75
By the Docks,Nataural,0.218,0.99,0.281,0.0224
"Take My Breath Away (Love Theme From ""Top Gun"")",Berlin,0.497,0.719,0.0266,0.547
It Takes Time,The Marshall Tucker Band,0.404,0.893,0.115,0.537
We Two,Little River Band,0.709,0.647,0.028,0.369
Nunca nunca,Alejandro Conde,0.523,0.788,0.146,0.536
You Are In My System,The System,0.843,0.46,0.054,0.84
The Christ Is Near,Popol Vuh,0.139,0.334,0.0384,0.106
Staying Together,Debbie Gibson,0.702,0.757,0.0338,0.97
Rocket 2 U,The Jets,0.889,0.651,0.0437,0.967
Boadicea,Enya,0.163,0.0255,0.0445,0.144
"Sapna Woh To Mera Naam Hai, Pt. 2",Kanchan,0.614,0.729,0.101,0.653
Straight Out The Jungle,Jungle Brothers,0.899,0.787,0.106,0.624
No Me Puedes Dejar Asi,Luis Miguel,0.542,0.716,0.0261,0.659
Don't Need It,Bad Brains,0.219,0.922,0.074,0.0968
Just As I Am,Air Supply,0.412,0.53,0.0249,0.551
Finale,Nobuo Uematsu,0.106,0.0662,0.0442,0.355
Fiesta,The Pogues,0.413,0.89,0.0749,0.707
Let's Hang On,Barry Manilow,0.597,0.805,0.0631,0.753
Für immer Punk,Die Goldenen Zitronen,0.348,0.908,0.127,0.369
The Jam Was Moving,Debbie Harry,0.815,0.546,0.0534,0.963
Carrie,Cliff Richard,0.888,0.355,0.0793,0.605
I Wouldn't Change You If I Could,Ricky Skaggs,0.62,0.396,0.0262,0.782
Let's Hear It For The Boy,Deniece Williams,0.808,0.485,0.056,0.714
He's There All the Time,The Canton Spirituals,0.338,0.512,0.0441,0.179
The Girl From Ipanema,Stan Getz,0.664,0.194,0.0357,0.443
Funky Mixdown,Awesome Foursome,0.806,0.924,0.06,0.961
A View To A Kill,Duran Duran,0.706,0.814,0.0569,0.778
Avatar (Remastered),Dead Can Dance,0.471,0.729,0.0324,0.385
Radio Free Europe,R.E.M.,0.367,0.685,0.0464,0.854
עוד מחכה לאחד,Ofra Haza,0.463,0.27,0.0472,0.305
When The Heart Rules The Mind,GTR,0.533,0.818,0.0517,0.335
Endless Nights,Eddie Money,0.633,0.61,0.0316,0.688
Send Me An Angel,Real Life,0.605,0.926,0.0372,0.49
Straight From The Heart,The Allman Brothers Band,0.666,0.836,0.0314,0.854
Fall On Me,R.E.M.,0.432,0.852,0.0473,0.596
Eva Tomando el Sol,Joaquín Sabina,0.745,0.462,0.037,0.631
Fascinated,Company B,0.744,0.765,0.0344,0.831
Had a Dad,Jane's Addiction,0.528,0.947,0.0673,0.544
A Wretched Street,The Cleaners From Venus,0.444,0.688,0.0825,0.534
Shake Hands,Claude Larson,0.656,0.633,0.0956,0.674
Don't Look Any Further,Dennis Edwards,0.753,0.677,0.0424,0.906
Sordidez,Riff,0.369,0.63,0.0912,0.501
Paper In Fire,John Mellencamp,0.607,0.905,0.0426,0.533
Robert de Niro's Waiting,Bananarama,0.682,0.804,0.0259,0.904
Donut Shop Rock,Doggy Style,0.425,0.687,0.0619,0.776
Nice Girls,Eye To Eye,0.779,0.703,0.0591,0.855
אודה לאלי,Ofra Haza,0.435,0.556,0.0456,0.748
Auld Lang Syne,David Grisman,0.298,0.376,0.0317,0.613
I Wouldn't Change You If I Could,Ricky Skaggs,0.619,0.294,0.0266,0.821
Timbarma,Ali Farka Touré,0.569,0.227,0.0326,0.457
A Little Is Enough,Pete Townshend,0.669,0.684,0.0483,0.434
"In The Model - From The ""Beetlejuice"" Soundtrack",Danny Elfman,0.571,0.0933,0.0787,0.0868
Dreamin' Of Love,Stevie B,0.699,0.661,0.0623,0.666
Dominer,Verckys & L'Orchestre Vévé,0.499,0.645,0.146,0.89
Nos Bailes da Vida,Cesar Camargo Mariano,0.64,0.301,0.0293,0.69
Metal Gods - Live,Judas Priest,0.412,0.89,0.048,0.124
I'm Happy Just To Dance With You,Anne Murray,0.568,0.337,0.0282,0.618
Dancing On The Ceiling,Lionel Richie,0.698,0.774,0.048,0.731
Rainy Alley,Nataural,0.141,0.0209,0.0658,1e-05
Emotions In Motion,Billy Squier,0.529,0.696,0.0595,0.712
A Good Heart,Feargal Sharkey,0.653,0.884,0.0444,0.762
Love On A Two Way Street,Stacy Lattisaw,0.582,0.373,0.0274,0.501
Automaticas,Metal y Ca.,0.711,0.799,0.0418,0.968
Swing Low Sweet Chariot,Diamanda Galás,0.233,0.0723,0.0481,0.0429
Rock The Casbah,The Clash,0.796,0.872,0.0573,0.866
It's Money That Matters,Randy Newman,0.725,0.576,0.0298,0.757
Mari - María,Carlos Cano,0.702,0.546,0.0347,0.964
Evil in You,RKL,0.362,0.941,0.0848,0.285
Heavy Metal,Judas Priest,0.428,0.975,0.08,0.234
Cuando Te Vayas,Rocío Dúrcal,0.839,0.396,0.0685,0.589
Garbageman,The Cramps,0.56,0.966,0.0634,0.389
Without You,David Bowie,0.746,0.653,0.0291,0.886
I Do Worship - Live,The New Life Community Choir,0.506,0.798,0.0623,0.392
Infactuated,The Real Roxanne,0.652,0.452,0.0937,0.582
Infinita Highway,Engenheiros Do Hawaii,0.654,0.798,0.0332,0.812
7th Time,Clan of Xymox,0.444,0.613,0.0375,0.548
Lyrics Of Fury,Eric B. & Rakim,0.784,0.942,0.225,0.846
ילדתי,Zohar Argov,0.303,0.364,0.034,0.307
Lover,Michael Stanley Band,0.589,0.631,0.0334,0.422
Nick The Stripper,The Birthday Party,0.366,0.581,0.0351,0.558
Make It Better (Forget About Me),Tom Petty And The Heartbreakers,0.568,0.607,0.0437,0.782
Land Of Confusion,Genesis,0.63,0.909,0.0388,0.811
Verde campiña,José Guardiola,0.332,0.336,0.0301,0.347
Bony t'es beau,Karl-Heinz Schäfer,0.501,0.639,0.635,0.238
Midas Touch,Midnight Star,0.882,0.735,0.0547,0.811
Love Will Find A Way,Yes,0.593,0.887,0.0318,0.669
Lay Down Your Arms,The Graces,0.56,0.717,0.0356,0.638
Never Land - Full Length,Sisters of Mercy,0.617,0.405,0.0248,0.355
Letters From Yesterday,Martyn Bates,0.14,0.0657,0.0401,0.0394
Todo Cambia,Mercedes Sosa,0.502,0.117,0.0408,0.594
Entre Amigos,Stan Getz,0.53,0.451,0.154,0.822
La Maza,Silvio Rodríguez,0.563,0.341,0.248,0.465
Good Taste - Live,The Cramps,0.46,0.956,0.0471,0.861
Sweet Baby,Stanley Clarke/George Duke,0.627,0.368,0.0451,0.258
Romeo's Tune,Steve Forbert,0.528,0.709,0.0301,0.684
Talk Normal - Live,Laurie Anderson,0.609,0.505,0.128,0.806
My First Night Without You,Cyndi Lauper,0.726,0.458,0.0334,0.504
Howie's Teed Off,The Real Roxanne,0.789,0.307,0.137,0.777
Stranger In My Home Town,Foghat,0.695,0.94,0.0419,0.846
Girls,Dwight Twilley,0.706,0.727,0.0316,0.957
Corazón Loco,Luis Enrique,0.43,0.697,0.0394,0.597
The Trade,D.R.I.,0.426,0.747,0.0897,0.285
Dorothée rock,Dorothée,0.568,0.906,0.0434,0.961
Caveman,The Cramps,0.27,0.623,0.0304,0.266
Vale Tudo,Sandra De Sá,0.676,0.691,0.104,0.783
Antisocial,Front Line Assembly,0.718,0.833,0.0669,0.892
You Are The One,TKA,0.718,0.654,0.0605,0.696
Let Me Go,The Rings,0.681,0.76,0.0828,0.862
Azucena Real,Aries Vigoth,0.434,0.624,0.0327,0.937
Not Enough Love In The World,Don Henley,0.525,0.487,0.0372,0.713
I Heard It Through The Grapevine,The California Raisins,0.792,0.515,0.0278,0.91
"Clarinet Concerto No. 2, Op. 115: II. Lento",Malcolm Arnold,0.151,0.00833,0.0402,0.0335
Teach Us to Survive,Accept,0.391,0.718,0.0394,0.435
Cool Magic,The Steve Miller Band,0.62,0.572,0.0365,0.961
Back In Black,AC/DC,0.31,0.7,0.047,0.763
Tango - mayor y menor,Ramon Montoya,0.305,0.175,0.0351,0.571
Maneater,Daryl Hall John Oates,0.451,0.74,0.0994,0.706
Highway 40 Blues,Ricky Skaggs,0.652,0.66,0.0317,0.952
I Don't Like Mondays,The Boomtown Rats,0.464,0.46,0.0393,0.476
Bean-A-Re-Bop,Coleman Hawkins,0.407,0.493,0.0624,0.808
Cajun Moon,Ricky Skaggs,0.624,0.604,0.0286,0.963
Migrations : étude 0001,Valentín Clastrier,0.316,0.0516,0.0393,0.522
Love Resurrection,Alison Moyet,0.731,0.538,0.0313,0.912
Make Up Your Mind,Aurra,0.749,0.595,0.0597,0.919
Let's Wait Awhile,Janet Jackson,0.592,0.2,0.0344,0.382
Black Velvet Band,The Dubliners,0.413,0.479,0.035,0.888
Stand by Me - En Directo Gira 93-94,Los Rebeldes,0.385,0.724,0.0399,0.75
Somebody's Watching Me,Rockwell,0.767,0.712,0.0324,0.804
Main Theme,Nobuo Uematsu,0.418,0.399,0.063,0.944
Con Su Blanca Palidez (Ensayos Básicamente) - Remasterizado,Los Rebeldes,0.39,0.711,0.0308,0.24
Runswick: A Little Christmas Music (Medley à la Mozart),Daryl Runswick,0.488,0.176,0.0532,0.214
"Concerto for Viola and Chamber Orchestra, Op. 108: I. Allegro con spirito",Malcolm Arnold,0.292,0.056,0.0444,0.143
Deceiving Eye,The Prisoners,0.386,0.935,0.0502,0.732
I'm Bad,LL Cool J,0.624,0.435,0.245,0.735
The Promise,When In Rome,0.629,0.876,0.0444,0.358
Money For Nothing,Dire Straits,0.667,0.655,0.0367,0.657
Todo Prazer,Lô Borges,0.485,0.658,0.0294,0.744
Harlem Shuffle,The Action,0.457,0.679,0.0412,0.723
Turning Point,Shamall,0.532,0.664,0.0306,0.146
Another Day In Paradise,Phil Collins,0.78,0.565,0.0306,0.365
Klichet,Andy Rojas,0.796,0.954,0.0547,0.279
Him,Rupert Holmes,0.718,0.436,0.032,0.962
Send Her My Love,Journey,0.48,0.739,0.0373,0.25
Windfall (Remastered),Dead Can Dance,0.309,0.277,0.0279,0.042
Hands Tied,Scandal Featuring Patty Smyth,0.577,0.738,0.0473,0.537
Set Me Free,Utopia,0.655,0.726,0.11,0.817
Aikea-Guinea,Cocteau Twins,0.399,0.798,0.0304,0.605
Tù No Le Amas Le Temes,Luis Enrique,0.595,0.581,0.0447,0.96
Los Campanilleros,Hernaldo Zuniga,0.346,0.399,0.0304,0.313
Luar (A Gente Precisa Ver o Luar),Gilberto Gil,0.72,0.662,0.0283,0.952
Holiday,Madonna,0.813,0.699,0.0458,0.732
Mind Over Metal,Raven,0.332,0.965,0.173,0.227
Running In The Family,Level 42,0.816,0.647,0.0414,0.935
Human Fly,The Cramps,0.531,0.849,0.111,0.305
Pop song - Dance Remix,Lio,0.738,0.515,0.0504,0.528
Jersey Bounce,Gerry Mulligan,0.597,0.216,0.0676,0.497
תני לי יד,Boaz Sharabi,0.392,0.363,0.0349,0.152
Ascension (Remastered),Dead Can Dance,0.0946,0.198,0.0404,0.0351
Dream Song,Ministry,0.376,0.321,0.0288,0.0939
Destroyer,The Kinks,0.524,0.755,0.0468,0.785
On the Wire,Sisters of Mercy,0.543,0.884,0.0326,0.719
Somebody Save Me,Cinderella,0.56,0.716,0.0344,0.723
Esos ojitos negros,Duo Dinamico,0.402,0.795,0.0555,0.447
Younger Days,Joe Fagin,0.629,0.534,0.032,0.32
Living On Video,Trans-X,0.7,0.649,0.0331,0.965
"Run, Runaway",Slade,0.576,0.86,0.0592,0.757
This Is Not America,David Bowie/Pat Metheny Group,0.715,0.674,0.0376,0.65
For Phoebe Still a Baby,Cocteau Twins,0.556,0.791,0.0262,0.578
Cacimba Nova,Luiz Gonzaga,0.621,0.615,0.0469,0.745
Right Between The Eyes,Wax,0.63,0.645,0.0266,0.925
"Pay The Devil (Ooo, Baby, Ooo)",The Knack,0.539,0.642,0.0252,0.324
Mama Used To Say,Junior,0.773,0.457,0.0288,0.775
On The Line,Tangier,0.448,0.777,0.0309,0.566
Con Amor,Los Bukis,0.563,0.393,0.0313,0.83
Penny Lover,Lionel Richie,0.691,0.527,0.0343,0.638
Blown To Bits,The Exploited,0.399,0.936,0.106,0.587
"Oh, so Good",Glenn Miller Orchestra,0.45,0.49,0.0603,0.816
Everlasting Love,Howard Jones,0.653,0.865,0.0251,0.897
It's Just The Sun,Don McLean,0.589,0.426,0.0273,0.788
Is It Love,J.J. Fad,0.747,0.251,0.147,0.781
Let Me In,Eddie Money,0.734,0.668,0.0449,0.772
What You Do To Me,Carl Wilson,0.709,0.75,0.0478,0.864
Venus,Bananarama,0.685,0.957,0.0527,0.892
Anotherloverholenyohead,Prince And The Revolution,0.839,0.526,0.0403,0.863
There's Nothing Better Than Love,Luther Vandross with Gregory Hines,0.457,0.437,0.0672,0.6
Insoportablemente Bella - Remasterizado,Hernaldo Zuniga,0.33,0.449,0.0406,0.232
Back To School Again,Four Tops,0.667,0.58,0.0289,0.505
A Love Song Hasn't Been Sung,Glenn Miller Orchestra,0.36,0.139,0.0309,0.232
Coming Around Again,Carly Simon,0.631,0.363,0.0336,0.266
Ashes By Now,Rodney Crowell,0.765,0.25,0.0303,0.754
I've Got A Rock N' Roll Heart,Eric Clapton,0.725,0.73,0.0299,0.805
Love Zone,Billy Ocean,0.726,0.83,0.0656,0.823
You've Got Me (Right Where You Want Me),Reba McEntire,0.602,0.185,0.0266,0.261
The Old Man Down The Road,John Fogerty,0.768,0.809,0.0289,0.737
It's A Hard Life,Queen,0.426,0.599,0.029,0.292
I Want To Hear It From You,Reba McEntire,0.631,0.34,0.0593,0.52
Lo Siento Mi Amor,Rocío Jurado,0.556,0.359,0.0994,0.339
Every Home Should Have One,Patti Austin,0.782,0.637,0.0268,0.923
Cold On The Shoulder,Tony Rice,0.592,0.497,0.0344,0.964
Hacerte el Amor - Remasterizado,Los Rebeldes,0.667,0.897,0.0677,0.877
Rock Of Life,Rick Springfield,0.506,0.7,0.0648,0.669
I Know What I Like,Huey Lewis & The News,0.64,0.669,0.0305,0.883
You Give Love A Bad Name,Bon Jovi,0.541,0.96,0.0505,0.812
Falling,Skinny Puppy,0.61,0.898,0.0341,0.874
Messiaen : Visions de l'Amen : VI Amen du jugement,Olivier Messiaen,0.674,0.387,0.0651,0.0648
Sous le ciel de Paris,Édith Piaf,0.321,0.236,0.035,0.411
Dona da Minha Cabeça,Fagner,0.839,0.564,0.0505,0.857
A tu manera,El Fary,0.49,0.579,0.0448,0.602
Central Park,Tangerine Dream,0.628,0.803,0.038,0.488
Release The Bats,The Birthday Party,0.441,0.778,0.0969,0.383
Longer,Dan Fogelberg,0.308,0.0427,0.0336,0.383
Guitar Day Dream 2,Alessandro Alessandroni,0.439,0.333,0.0884,0.594
Emotional Rescue,The Rolling Stones,0.678,0.621,0.0623,0.776
Shake You Down,Gregory Abbott,0.787,0.474,0.0265,0.826
Quando O Sol Bater Na Janela Do Teu Quarto,Legião Urbana,0.56,0.589,0.0289,0.746
Brothers,Ennio Morricone,0.295,0.213,0.0487,0.167
Can You Feel the Beat (with Full Force),Lisa Lisa & Cult Jam,0.709,0.855,0.0734,0.728
I'll Answer The Call,Ralph Stanley,0.613,0.433,0.0292,0.775
Monsun Thunderstorm,Nataural,0.166,0.42,0.0808,0.0313
Palestina - Remasterizado,Lulu Santos,0.566,0.268,0.0299,0.536
Starski Live at the Disco Fever (Vocal),Lovebug Starski,0.856,0.879,0.068,0.711
Dungeon,Nobuo Uematsu,0.364,0.171,0.0411,0.768
Helle Melange,Cluster,0.383,0.14,0.042,0.486
Piece Of My Heart,Sammy Hagar,0.516,0.56,0.0339,0.713
Maior Abandonado,Barão Vermelho,0.68,0.436,0.0401,0.929
A Nível De...,João Bosco,0.632,0.376,0.044,0.741
Colors,Ice-T,0.847,0.92,0.287,0.519
Cars,Gary Numan,0.546,0.578,0.0406,0.819
Battle Theme B,Nobuo Uematsu,0.386,0.605,0.0374,0.338
Cherish,Madonna,0.703,0.685,0.033,0.963
French Kissin,Debbie Harry,0.633,0.606,0.0306,0.785
Crazy About Her,Rod Stewart,0.74,0.628,0.0401,0.755
Don't Make Me Over,Jennifer Warnes,0.6,0.437,0.0269,0.294
Pouring Rain & Thunder,Nataural,0.188,0.635,0.0575,0.0272
You Don't Want Me Anymore,Steel Breeze,0.531,0.6,0.0447,0.66
"Love Touch (Theme From ""Legal Eagles"")",Rod Stewart,0.494,0.762,0.0448,0.831
Save Your Love,Great White,0.443,0.632,0.0305,0.178
Unknown War,The Escape,0.519,0.842,0.0485,0.456
Première rencontre,Karl-Heinz Schäfer,0.339,0.727,0.0772,0.103
Give Me All Your Love,Whitesnake,0.196,0.936,0.113,0.152
Starry Eyes,Roky Erickson,0.432,0.82,0.0565,0.729
"The More You Live, The More You Love",A Flock Of Seagulls,0.612,0.845,0.0352,0.769
I Gotta Try,Michael McDonald,0.808,0.417,0.0316,0.887
Fantasy Girl,38 Special,0.418,0.775,0.0333,0.845
I've Never Been To Me,Charlene,0.634,0.448,0.0304,0.367
A Cambio de Que,Marisela,0.687,0.308,0.0343,0.486
We Will Not Be Lovers - 2006 Remaster,The Waterboys,0.386,0.97,0.0549,0.653
Church Of The Poison Mind,Culture Club,0.597,0.902,0.0355,0.96
Ele Quer Ser Punk,Os Replicantes,0.493,0.829,0.0461,0.6
Panic,Anthrax,0.274,0.971,0.133,0.173
Microphone Fiend,Eric B. & Rakim,0.586,0.795,0.258,0.694
Lords Of Thunder,Attacker,0.359,0.933,0.0733,0.218
Let It All Blow,Dazz Band,0.806,0.584,0.0476,0.543
Love Pains,Yvonne Elliman,0.701,0.542,0.0568,0.333
Find A Way,Amy Grant,0.72,0.876,0.0339,0.489
Sex Computer,Artefact,0.812,0.624,0.0386,0.895
Get On The Snake,Soundgarden,0.358,0.892,0.0586,0.372
Someone Belonging To Someone,Bee Gees,0.706,0.284,0.0379,0.338
I mechat so gern,Hans Söllner,0.777,0.223,0.706,0.779
Somehow Tonight,The Bluegrass Album Band,0.597,0.556,0.0332,0.823
Live To Tell,Madonna,0.673,0.314,0.0279,0.27
Nothing Ever Goes As Planned,Styx,0.6,0.484,0.0354,0.831
Ongaku,YELLOW MAGIC ORCHESTRA,0.585,0.897,0.0361,0.96
Hearts On Fire,Steve Winwood,0.65,0.849,0.0356,0.889
Right Next To Me,Whistle,0.347,0.236,0.0291,0.281
E Wele,King Sunny Ade,0.713,0.521,0.0797,0.96
